"rank","instrument","score","pct_rank","close","ret_5d","ret_20d","ann_vol_20d","sector","sic_description","news_count_5d","news_pos_count_5d","news_neg_count_5d","news_sentiment","most_recent_published_utc","pub_lag_days","pub_hour_utc","most_recent_title","most_recent_reasoning","most_recent_keywords","rule_avoid_high_precision","rule_buy_high_precision","rule_buy_legal_veto"
"65","POOL","0.08930939145176497","0.12823061630218688","208.08999633789062","-0.10518169403076172","0.02542746067047119","0.3626777231693268","Wholesale","WHOLESALE-MISC DURABLE GOODS","1","1","0","POS","2026-04-29T20:05:00Z","1.1631944444444444","20.0","Pool Corporation Announces Increase in Share Repurchase Program, Growth of Quarterly Dividend and Results of 2026 Annual Meeting of Stockholders","The company demonstrated strong capital allocation discipline by increasing share repurchases by $329 million and raising the quarterly dividend by 4%, signaling management confidence in future cash generation and commitment to returning value to shareholders.","share repurchase;dividend increase;capital allocation;annual meeting;shareholder returns","False","False","False"
"66","ERIE","0.08839379617566809","0.13021868787276342","214.9600067138672","-0.07987326383590698","-0.13847136497497559","0.40479761362075806","Finance_Insurance_RealEstate","INSURANCE AGENTS, BROKERS & SERVICE","0","0","0","NO-NEWS","","","","","","","False","False","False"
"67","WDAY","0.08674289013197795","0.13220675944333996","126.95999908447266","0.060120224952697754","-0.04007256031036377","0.6371307373046875","Services","SERVICES-COMPUTER PROCESSING & DATA PREPARATION","0","0","0","NO-NEWS","","","","","","","False","False","False"
"68","LEN","0.0834241487847738","0.1341948310139165","88.44999694824219","-0.059542834758758545","0.022661566734313965","0.3258436620235443","Construction","GENERAL BLDG CONTRACTORS - RESIDENTIAL BLDGS","1","0","1","NEG","2026-05-01T18:34:47Z","-0.7741550925925926","18.0","Mortgage Rates Just Hit a Four-Week High Thanks to Iran. Are Homebuilder Stocks a Buy on the Dip?","Included in the homebuilders ETF; sector-wide weakness with declining sales and elevated mortgage rates pressuring demand.","mortgage rates;homebuilders;housing market;interest rates;Strait of Hormuz","False","False","False"
"69","CF","0.0793939223160097","0.13618290258449303","122.69000244140625","0.01455390453338623","-0.05601292848587036","0.5864455103874207","Manufacturing","AGRICULTURAL CHEMICALS","0","0","0","NO-NEWS","","","","","","","False","False","False"
"70","GEN","0.07425716301396348","0.13817097415506957","19.3700008392334","0.017331957817077637","0.02541029453277588","0.4072556495666504","Services","SERVICES-PREPACKAGED SOFTWARE","0","0","0","NO-NEWS","","","","","","","False","False","False"
"71","EL","0.06796312925203564","0.14015904572564614","79.30000305175781","0.01901829242706299","0.14728009700775146","0.3091416358947754","Manufacturing","PERFUMES, COSMETICS & OTHER TOILET PREPARATIONS","0","0","0","NO-NEWS","","","","","","","False","False","False"
"72","AOS","0.066961746422677","0.14214711729622267","60.349998474121094","-0.06259703636169434","-0.06216007471084595","0.32310110330581665","Manufacturing","HOUSEHOLD APPLIANCES","0","0","0","NO-NEWS","","","","","","","False","False","False"
"73","TECH","0.06293954129059234","0.1441351888667992","55.02000045776367","0.015410184860229492","0.03557312488555908","0.5741775035858154","Manufacturing","BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)","0","0","0","NO-NEWS","","","","","","","False","False","False"
"74","QCOM","0.062252318107606806","0.14612326043737575","177.00999450683594","0.18918371200561523","0.39597785472869873","0.672328770160675","Manufacturing","RADIO & TV BROADCASTING & COMMUNICATIONS EQUIPMENT","9","6","2","POS","2026-05-01T17:11:59Z","-0.7166550925925926","17.0","Stock Market Today: Apple Earnings Power S&P 500, Nasdaq To Records; Trump Hits EU","Slid 3.5% in profit-taking after Thursday's 15% post-earnings rally","S&P 500;Nasdaq 100;Apple earnings;technology rally;software stocks","False","False","False"
"75","SWKS","0.06084229673498715","0.1481113320079523","69.4000015258789","0.09033775329589844","0.2574741840362549","0.4824560880661011","Manufacturing","SEMICONDUCTORS & RELATED DEVICES","0","0","0","NO-NEWS","","","","","","","False","False","False"
"76","LRCX","0.060785755148080815","0.15009940357852883","256.7200012207031","-0.04130256175994873","0.17524266242980957","0.5244455933570862","Manufacturing","SPECIAL INDUSTRY MACHINERY, NEC","0","0","0","NO-NEWS","","","","","","","False","False","False"
"77","GNRC","0.056421009702966735","0.15208747514910537","259.3399963378906","0.17385601997375488","0.3361842632293701","0.6643889546394348","Manufacturing","MOTORS & GENERATORS","2","2","0","POS","2026-05-01T16:25:27Z","-0.6843402777777777","16.0","Why Generac Stock Powered Higher This Week","Strong Q1 earnings with 12% net sales growth, 28% C&I segment growth, raised full-year guidance to mid-to-high teens growth, benefiting from expanding data center market demand for power solutions, and potential upside from housing market recovery in residential segment.","data center infrastructure;power generation;energy storage;earnings beat;guidance raise","False","False","False"
"78","RCL","0.05619168853137408","0.1540755467196819","265.54998779296875","-0.0010908842086791992","-0.029387056827545166","0.48304808139801025","Transportation_Utilities","WATER TRANSPORTATION","2","0","0","NEUTRAL","2026-04-28T11:20:00Z","2.5277777777777777","11.0","Down 25% in 1 Month, Is Carnival Stock a Bargain or a Trap? Here's the Honest Answer.","Mentioned only as a valuation comparison point, trading at a higher P/E ratio than Carnival. No specific company performance or outlook information provided.","cruise line;fuel prices;valuation;earnings;occupancy rates","False","False","False"
"79","KEYS","0.055784859776592866","0.15606361829025844","352.4100036621094","0.015707850456237793","0.21003305912017822","0.31150105595588684","Manufacturing","INDUSTRIAL INSTRUMENTS FOR MEASUREMENT, DISPLAY, AND CONTROL","0","0","0","NO-NEWS","","","","","","","False","False","False"
"80","TPL","0.047938758386927904","0.15805168986083498","433.6199951171875","-0.012052595615386963","-0.02390599250793457","0.6873708963394165","Finance_Insurance_RealEstate","OIL ROYALTY TRADERS","0","0","0","NO-NEWS","","","","","","","False","False","False"
"81","NFLX","0.04422569595965942","0.16003976143141152","92.05999755859375","-0.004110813140869141","-0.06689649820327759","0.4229152202606201","Services","SERVICES-VIDEO TAPE RENTAL","7","2","2","NEUTRAL","2026-04-30T20:14:01Z","0.15693287037037038","20.0","Why Spotify Stock Plummeted This Week","Referenced as another company that faced subscriber growth saturation challenges as it scaled to high user counts. Used as a comparison point for Spotify's maturation, not as a direct investment recommendation or criticism.","earnings report;subscriber growth;advertising revenue;free cash flow;valuation","False","False","False"
"82","GIS","0.04339486225365182","0.16202783300198806","34.720001220703125","-0.0071489810943603516","-0.07215386629104614","0.23792070150375366","Manufacturing","GRAIN MILL PRODUCTS","1","0","1","NEG","2026-04-30T18:05:00Z","0.2465277777777778","18.0","Oil Shocks Are Pushing Up Food and Fertilizer Costs. These Consumer Stocks Are Feeling the Squeeze.","Similar pressures as Kraft Heinz with rising input costs, inability to pass costs to consumers, expected 19% EPS decline in 2026, and ongoing challenges from competition and portfolio weaknesses despite dividend yield.","oil prices;food costs;fertilizer prices;packaged food;margin compression","False","False","False"
"83","PWR","0.041773147956953166","0.16401590457256462","742.2100219726562","0.18784010410308838","0.3238856792449951","0.5864322781562805","Construction","ELECTRICAL WORK","2","2","0","POS","2026-04-30T17:09:08Z","0.28532407407407406","17.0","Stock Market Today: Dow Jones Roars As Industrials Rescue Wall Street From Meta-Led Tech Slide","Jumped 12.9% as electrification and grid-build infrastructure names extended rally driven by AI power-demand narrative","Dow Jones;industrials;AI capital expenditure;mega-cap tech;data-center infrastructure","False","False","False"
"84","CPB","0.04149961312209053","0.16600397614314116","20.729999542236328","0.005334615707397461","-0.05815541744232178","0.2678225636482239","Manufacturing","FOOD AND KINDRED PRODUCTS","0","0","0","NO-NEWS","","","","","","","False","False","False"
"85","TXN","0.03899380857366709","0.1679920477137177","281.0199890136719","0.0140000581741333","0.4420895576477051","0.7341662645339966","Manufacturing","SEMICONDUCTORS & RELATED DEVICES","5","3","0","STRONG-POS","2026-04-29T12:26:00Z","1.4819444444444445","12.0","AI Is Reviving an Overlooked Chip Category—and These 3 Names Are Riding the Demand","Posted notably strong Q1 2026 earnings with 19% YOY revenue growth and 22% YOY analog chip sales growth, demonstrating improving conditions in the analog chip market.","analog chips;semiconductors;AI data centers;power delivery;signal management","False","False","False"
"86","PNR","0.03512458779018947","0.16998011928429424","79.0999984741211","-0.13787466287612915","-0.07830345630645752","0.4470371603965759","Manufacturing","SPECIAL INDUSTRY MACHINERY (NO METALWORKING MACHINERY)","2","2","0","POS","2026-05-01T16:32:48Z","-0.6894444444444444","16.0","Why Pentair Stock Is Plummeting This Week","Despite short-term stock decline, the company demonstrated strong financial performance with earnings and revenue beats, provided optimistic forward guidance with 23-25% EPS growth expected, and trades at a valuation discount to historical averages, suggesting undervaluation and ","earnings beat;analyst downgrade;stock decline;valuation discount;water solutions","False","False","False"
"87","VRT","0.03482825566374156","0.17196819085487078","328.30999755859375","0.014994144439697266","0.2564965486526489","0.5326900482177734","Manufacturing","ELECTRONIC COMPONENTS, NEC","1","1","0","POS","2026-04-30T15:32:00Z","0.3527777777777778","15.0","Meet the Artificial Intelligence (AI) Infrastructure Stock That Has Crushed Nvidia and Broadcom With a 270% Jump. It Can Still Fly Higher.","Strong 270% stock price appreciation, impressive Q1 results with 30% revenue and 83% earnings growth, raised full-year guidance, positioned to capture growing AI data center market, and analyst price target suggests 44% additional upside potential.","AI infrastructure;data center cooling;power management;earnings growth;guidance raise","False","False","False"
"88","IR","0.03219748397271923","0.17395626242544732","77.98999786376953","-0.06944280862808228","0.001026749610900879","0.45816534757614136","Manufacturing","GENERAL INDUSTRIAL MACHINERY & EQUIPMENT","0","0","0","NO-NEWS","","","","","","","False","False","False"
"89","CNC","0.02939434454351348","0.17594433399602386","53.34000015258789","0.27546632289886475","0.5192252397537231","0.6033406257629395","Finance_Insurance_RealEstate","HOSPITAL & MEDICAL SERVICE PLANS","0","0","0","NO-NEWS","","","","","","","False","False","False"
"90","DDOG","0.029073482048688405","0.1779324055666004","140.52999877929688","0.08534133434295654","0.16758060455322266","0.573868453502655","Services","SERVICES-PREPACKAGED SOFTWARE","0","0","0","NO-NEWS","","","","","","","False","False","False"
"91","CAG","0.02154855625672123","0.17992047713717693","14.0600004196167","-0.0077628493309021","-0.10559797286987305","0.28244221210479736","Manufacturing","FOOD AND KINDRED PRODUCTS","0","0","0","NO-NEWS","","","","","","","False","False","False"
"92","AMCR","0.020844437045772383","0.18190854870775347","37.75","-0.030808746814727783","-0.05459553003311157","0.41539260745048523","Manufacturing","MISCELLANEOUS MANUFACTURING INDUSTRIES","1","1","0","POS","2026-04-29T08:30:00Z","1.6458333333333333","8.0","Europe Packaging Market to Reach USD 673.81 Billion by 2035, Driven by Sustainability Mandates, E-Commerce Expansion, and Advanced Packaging Technologies","Listed as a major company in the Europe packaging market positioned to benefit from growing demand for sustainable and advanced packaging solutions","packaging market;sustainability;e-commerce;circular economy;recyclable materials","False","False","False"
"93","UHS","0.016591418825397934","0.18389662027833","167.0","-0.0421566367149353","-0.05489528179168701","0.4764218330383301","Services","SERVICES-GENERAL MEDICAL & SURGICAL HOSPITALS, NEC","0","0","0","NO-NEWS","","","","","","","False","False","False"
"94","CAT","0.015990108686695054","0.18588469184890655","889.6699829101562","0.07087230682373047","0.24044227600097656","0.4528941810131073","Manufacturing","CONSTRUCTION MACHINERY & EQUIP","5","5","0","STRONG-POS","2026-05-01T08:50:25Z","-0.3683449074074074","8.0","Will S&P 500 Open Up Or Down On May 1 After Best Month Since 2020?","Caterpillar shares jumped after upbeat earnings results, driving Thursday's rally.","S&P 500;record close;April earnings;geopolitical recovery;market momentum","False","False","False"
"95","HSY","0.01595091051847957","0.1878727634194831","182.33999633789062","-0.047733426094055176","-0.11567002534866333","0.25069567561149597","Manufacturing","SUGAR & CONFECTIONERY PRODUCTS","0","0","0","NO-NEWS","","","","","","","False","False","False"
"96","IRM","0.010303780375551835","0.18986083499005965","127.19000244140625","0.09618210792541504","0.23126816749572754","0.4199530780315399","Finance_Insurance_RealEstate","REAL ESTATE INVESTMENT TRUSTS","1","1","0","POS","2026-04-30T08:52:00Z","0.6305555555555555","8.0","India Data Center Colocation Report 2026: Market to Expand by 25.5% to Reach $7.31 Billion this Year - Revenue, Capacity, and Performance Metrics, Size and Fore","Provides carrier-neutral colo services in India's growing market; acquisition by Iron Mountain strengthens its position in the expanding Asia-Pacific data center sector.","data center colocation;India market growth;AI workloads;hyperscaler expansion;DPDP Act compliance","False","False","False"
